Lat,Lon,water_depth
28.7232648250914,-82.742538928928,-29.990893295699
28.7232774190365,-82.7425403722033,-29.9211596140147
28.723277791704,-82.7425403616202,-30.0571986180838
28.7232841512884,-82.7425410811454,-30.0457299738214
28.7232841442622,-82.7425410813449,-30.0431651058476
28.7232903969137,-82.7425418039501,-29.9923272318707
28.7233035481657,-82.7425432305379,-30.1264884623815
28.7233227488987,-82.7425453846405,-30.1357578354916
28.7234886338553,-82.742564025851,-30.0305712200061
28.7235079707306,-82.7425661657733,-30.0902019109249
28.7235588455444,-82.7425718853751,-29.9980729352311
28.723590878145,-82.742575448828,-30.0262267356161
28.7236291755529,-82.7425797238235,-30.0086496370583
28.7236550673338,-82.7425825605396,-30.1281756143183
28.7236740310695,-82.7425846993147,-30.0516805252321
28.7236996392297,-82.7425875395528,-30.0676430230402
28.7237829927514,-82.7425967478479,-30.1666785076143
28.7237829767778,-82.7425967483015,-30.160847451691
28.723821397335,-82.7426009901425,-30.1875801189051
28.723833796214,-82.7426024141534,-30.047887991665
28.7238338147946,-82.7426024136258,-30.0546707373694
28.7238465714393,-82.7426038269113,-30.0452192771219
28.7238590044599,-82.7426052488193,-29.9172717699605
28.7239036481021,-82.7426101873498,-29.8827008206928
28.7239168803222,-82.7426115831375,-30.0471411499085
28.723929361167,-82.7426129998233,-29.9365914992834
28.7239484626343,-82.742615221061,-29.958072090755
28.7239740667924,-82.7426180012512,-29.9598844267506
28.724000131869,-82.7426207659859,-30.1288954275159
28.7240128999755,-82.7426221548642,-30.1168833669606
28.724051371421,-82.7426263128093,-30.1423286212422
28.7240701405564,-82.7426284031769,-29.9843153987992
28.7240768161233,-82.7426290877394,-30.0847791284978
28.7241154027048,-82.7426332336564,-30.1528982094331
